funcid,dim,milestone,error
16,10,1,8.703994e+02
16,10,2,8.703994e+02
16,10,3,6.052573e+02
16,10,5,6.052573e+02
16,10,10,6.052573e+02
16,10,20,5.035051e+02
16,10,30,3.139962e+02
16,10,40,3.139962e+02
16,10,50,3.139962e+02
16,10,60,2.683548e+02
16,10,70,2.683548e+02
16,10,80,2.683548e+02
16,10,90,2.683548e+02
16,10,100,2.513795e+02
16,10,1,8.417760e+02
16,10,2,6.307167e+02
16,10,3,6.307167e+02
16,10,5,5.818931e+02
16,10,10,5.157185e+02
16,10,20,3.149267e+02
16,10,30,3.149267e+02
16,10,40,3.149267e+02
16,10,50,3.149267e+02
16,10,60,3.149267e+02
16,10,70,3.105696e+02
16,10,80,3.105696e+02
16,10,90,3.105696e+02
16,10,100,1.131600e+02
16,10,1,3.120349e+02
16,10,2,3.120349e+02
16,10,3,2.855250e+02
16,10,5,2.855250e+02
16,10,10,2.855250e+02
16,10,20,2.855250e+02
16,10,30,2.855250e+02
16,10,40,2.855250e+02
16,10,50,2.855250e+02
16,10,60,2.855250e+02
16,10,70,2.855250e+02
16,10,80,2.855250e+02
16,10,90,2.855250e+02
16,10,100,2.855250e+02
16,10,1,8.543987e+02
16,10,2,5.603862e+02
16,10,3,5.603862e+02
16,10,5,5.603862e+02
16,10,10,5.603862e+02
16,10,20,5.181803e+02
16,10,30,5.078410e+02
16,10,40,5.078410e+02
16,10,50,5.078410e+02
16,10,60,5.053207e+02
16,10,70,3.215460e+02
16,10,80,3.215460e+02
16,10,90,3.215460e+02
16,10,100,3.215460e+02
16,10,1,3.411099e+02
16,10,2,3.411099e+02
16,10,3,3.411099e+02
16,10,5,3.411099e+02
16,10,10,3.411099e+02
16,10,20,3.411099e+02
16,10,30,3.026020e+02
16,10,40,3.026020e+02
16,10,50,3.026020e+02
16,10,60,3.026020e+02
16,10,70,3.026020e+02
16,10,80,3.026020e+02
16,10,90,3.026020e+02
16,10,100,3.026020e+02
16,10,1,7.498836e+02
16,10,2,6.919737e+02
16,10,3,6.919737e+02
16,10,5,3.305497e+02
16,10,10,3.305497e+02
16,10,20,3.305497e+02
16,10,30,3.305497e+02
16,10,40,3.305497e+02
16,10,50,3.305497e+02
16,10,60,3.305497e+02
16,10,70,3.305497e+02
16,10,80,3.305497e+02
16,10,90,3.305497e+02
16,10,100,3.305497e+02
16,10,1,1.052548e+03
16,10,2,9.031207e+02
16,10,3,7.889624e+02
16,10,5,6.573421e+02
16,10,10,6.573421e+02
16,10,20,4.452873e+02
16,10,30,4.452873e+02
16,10,40,4.452873e+02
16,10,50,3.132998e+02
16,10,60,3.132998e+02
16,10,70,3.132998e+02
16,10,80,3.132998e+02
16,10,90,3.132998e+02
16,10,100,3.132998e+02
16,10,1,3.887728e+02
16,10,2,3.887728e+02
16,10,3,3.887728e+02
16,10,5,3.887728e+02
16,10,10,3.887728e+02
16,10,20,3.887728e+02
16,10,30,3.887728e+02
16,10,40,3.716677e+02
16,10,50,3.716677e+02
16,10,60,3.716677e+02
16,10,70,3.716677e+02
16,10,80,3.716677e+02
16,10,90,3.716677e+02
16,10,100,3.716677e+02
16,10,1,8.506514e+02
16,10,2,7.215645e+02
16,10,3,7.215645e+02
16,10,5,7.215645e+02
16,10,10,3.179625e+02
16,10,20,3.179625e+02
16,10,30,3.179625e+02
16,10,40,3.179625e+02
16,10,50,3.179625e+02
16,10,60,3.179625e+02
16,10,70,3.179625e+02
16,10,80,3.179625e+02
16,10,90,3.179625e+02
16,10,100,3.179625e+02
16,10,1,7.494640e+02
16,10,2,7.494640e+02
16,10,3,7.494640e+02
16,10,5,6.424387e+02
16,10,10,4.705842e+02
16,10,20,4.705842e+02
16,10,30,4.705842e+02
16,10,40,4.236394e+02
16,10,50,4.236394e+02
16,10,60,4.236394e+02
16,10,70,4.236394e+02
16,10,80,4.236394e+02
16,10,90,4.236394e+02
16,10,100,4.236394e+02
