funcid,dim,milestone,error
9,30,1,2.578693e+04
9,30,2,2.347511e+04
9,30,3,1.980588e+04
9,30,5,1.980588e+04
9,30,10,1.980588e+04
9,30,20,1.980588e+04
9,30,30,1.769535e+04
9,30,40,1.769535e+04
9,30,50,1.461585e+04
9,30,60,1.461585e+04
9,30,70,1.461585e+04
9,30,80,1.461585e+04
9,30,90,1.461585e+04
9,30,100,1.461585e+04
9,30,1,2.309437e+04
9,30,2,2.139098e+04
9,30,3,2.139098e+04
9,30,5,2.138940e+04
9,30,10,1.892432e+04
9,30,20,1.885988e+04
9,30,30,1.830876e+04
9,30,40,1.755307e+04
9,30,50,1.755307e+04
9,30,60,1.489867e+04
9,30,70,1.489867e+04
9,30,80,1.489867e+04
9,30,90,1.489867e+04
9,30,100,1.489867e+04
9,30,1,2.547885e+04
9,30,2,2.254010e+04
9,30,3,2.248463e+04
9,30,5,2.157167e+04
9,30,10,1.539922e+04
9,30,20,1.539922e+04
9,30,30,1.539922e+04
9,30,40,1.539922e+04
9,30,50,1.539922e+04
9,30,60,1.539922e+04
9,30,70,1.539922e+04
9,30,80,1.539922e+04
9,30,90,1.539922e+04
9,30,100,1.496572e+04
9,30,1,2.554003e+04
9,30,2,2.554003e+04
9,30,3,2.554003e+04
9,30,5,2.471639e+04
9,30,10,1.902018e+04
9,30,20,1.870311e+04
9,30,30,1.670552e+04
9,30,40,1.670552e+04
9,30,50,1.670552e+04
9,30,60,1.670552e+04
9,30,70,1.670552e+04
9,30,80,1.670552e+04
9,30,90,1.670552e+04
9,30,100,1.670552e+04
9,30,1,2.976095e+04
9,30,2,2.439071e+04
9,30,3,2.439071e+04
9,30,5,1.975497e+04
9,30,10,1.975497e+04
9,30,20,1.934223e+04
9,30,30,1.934223e+04
9,30,40,1.798809e+04
9,30,50,1.798809e+04
9,30,60,1.398534e+04
9,30,70,1.398534e+04
9,30,80,1.398534e+04
9,30,90,1.398534e+04
9,30,100,1.398534e+04
9,30,1,1.038630e+04
9,30,2,1.038630e+04
9,30,3,1.038630e+04
9,30,5,1.038630e+04
9,30,10,1.038630e+04
9,30,20,1.038630e+04
9,30,30,9.955134e+03
9,30,40,9.955134e+03
9,30,50,9.955134e+03
9,30,60,9.624546e+03
9,30,70,9.624546e+03
9,30,80,9.624546e+03
9,30,90,9.624546e+03
9,30,100,9.624546e+03
9,30,1,2.460350e+04
9,30,2,2.460350e+04
9,30,3,2.460350e+04
9,30,5,2.177570e+04
9,30,10,2.177570e+04
9,30,20,1.660030e+04
9,30,30,1.660030e+04
9,30,40,1.660030e+04
9,30,50,1.660030e+04
9,30,60,1.660030e+04
9,30,70,1.660030e+04
9,30,80,1.660030e+04
9,30,90,1.520153e+04
9,30,100,1.520153e+04
9,30,1,2.489888e+04
9,30,2,2.402049e+04
9,30,3,1.654207e+04
9,30,5,1.654207e+04
9,30,10,1.654207e+04
9,30,20,1.636257e+04
9,30,30,1.606022e+04
9,30,40,1.606022e+04
9,30,50,1.606022e+04
9,30,60,1.585855e+04
9,30,70,1.537479e+04
9,30,80,1.537479e+04
9,30,90,1.537479e+04
9,30,100,1.537479e+04
9,30,1,2.367293e+04
9,30,2,1.963746e+04
9,30,3,1.963746e+04
9,30,5,1.963746e+04
9,30,10,1.963746e+04
9,30,20,1.963746e+04
9,30,30,1.963746e+04
9,30,40,1.963746e+04
9,30,50,1.963746e+04
9,30,60,1.855805e+04
9,30,70,1.855805e+04
9,30,80,1.741260e+04
9,30,90,1.741260e+04
9,30,100,1.741260e+04
9,30,1,2.316853e+04
9,30,2,2.316853e+04
9,30,3,2.316853e+04
9,30,5,2.316853e+04
9,30,10,2.024038e+04
9,30,20,1.809026e+04
9,30,30,1.809026e+04
9,30,40,1.511191e+04
9,30,50,1.511191e+04
9,30,60,1.511191e+04
9,30,70,1.511191e+04
9,30,80,1.511191e+04
9,30,90,1.511191e+04
9,30,100,1.511191e+04
