funcid,dim,milestone,error
27,10,1,5.290896e+02
27,10,2,5.290896e+02
27,10,3,5.290896e+02
27,10,5,5.290896e+02
27,10,10,5.045097e+02
27,10,20,4.708708e+02
27,10,30,4.708708e+02
27,10,40,4.708708e+02
27,10,50,4.708708e+02
27,10,60,4.423715e+02
27,10,70,4.423715e+02
27,10,80,4.423715e+02
27,10,90,4.423715e+02
27,10,100,4.423715e+02
27,10,1,6.317329e+02
27,10,2,5.849976e+02
27,10,3,5.314923e+02
27,10,5,4.937137e+02
27,10,10,4.937137e+02
27,10,20,4.860111e+02
27,10,30,4.823367e+02
27,10,40,4.823367e+02
27,10,50,4.823367e+02
27,10,60,4.692637e+02
27,10,70,4.692637e+02
27,10,80,4.692637e+02
27,10,90,4.692637e+02
27,10,100,4.673903e+02
27,10,1,5.928689e+02
27,10,2,5.423918e+02
27,10,3,5.423918e+02
27,10,5,5.423918e+02
27,10,10,5.131699e+02
27,10,20,5.126338e+02
27,10,30,4.676845e+02
27,10,40,4.676845e+02
27,10,50,4.609924e+02
27,10,60,4.609924e+02
27,10,70,4.609924e+02
27,10,80,4.609924e+02
27,10,90,4.609924e+02
27,10,100,4.609924e+02
27,10,1,5.308180e+02
27,10,2,4.788312e+02
27,10,3,4.788312e+02
27,10,5,4.788312e+02
27,10,10,4.788312e+02
27,10,20,4.499788e+02
27,10,30,4.499788e+02
27,10,40,4.499788e+02
27,10,50,4.499788e+02
27,10,60,4.499788e+02
27,10,70,4.499788e+02
27,10,80,4.499788e+02
27,10,90,4.499788e+02
27,10,100,4.499788e+02
27,10,1,4.678415e+02
27,10,2,4.678415e+02
27,10,3,4.678415e+02
27,10,5,4.678415e+02
27,10,10,4.678415e+02
27,10,20,4.678415e+02
27,10,30,4.609522e+02
27,10,40,4.609522e+02
27,10,50,4.609522e+02
27,10,60,4.609522e+02
27,10,70,4.609522e+02
27,10,80,4.609522e+02
27,10,90,4.609522e+02
27,10,100,4.609522e+02
27,10,1,5.417778e+02
27,10,2,5.417778e+02
27,10,3,4.950583e+02
27,10,5,4.950583e+02
27,10,10,4.950583e+02
27,10,20,4.882269e+02
27,10,30,4.882269e+02
27,10,40,4.882269e+02
27,10,50,4.802676e+02
27,10,60,4.802676e+02
27,10,70,4.802676e+02
27,10,80,4.802676e+02
27,10,90,4.716124e+02
27,10,100,4.716124e+02
27,10,1,5.950203e+02
27,10,2,5.950203e+02
27,10,3,5.104791e+02
27,10,5,5.104791e+02
27,10,10,5.089420e+02
27,10,20,5.074652e+02
27,10,30,5.074652e+02
27,10,40,4.774669e+02
27,10,50,4.774669e+02
27,10,60,4.774669e+02
27,10,70,4.774669e+02
27,10,80,4.774669e+02
27,10,90,4.700046e+02
27,10,100,4.700046e+02
27,10,1,5.589713e+02
27,10,2,5.156066e+02
27,10,3,4.593396e+02
27,10,5,4.593396e+02
27,10,10,4.593396e+02
27,10,20,4.593396e+02
27,10,30,4.593396e+02
27,10,40,4.593396e+02
27,10,50,4.593396e+02
27,10,60,4.532900e+02
27,10,70,4.532900e+02
27,10,80,4.532900e+02
27,10,90,4.532900e+02
27,10,100,4.532900e+02
27,10,1,5.860811e+02
27,10,2,5.860811e+02
27,10,3,5.582639e+02
27,10,5,5.582639e+02
27,10,10,4.890725e+02
27,10,20,4.562387e+02
27,10,30,4.562387e+02
27,10,40,4.562387e+02
27,10,50,4.562387e+02
27,10,60,4.562387e+02
27,10,70,4.562387e+02
27,10,80,4.562387e+02
27,10,90,4.562387e+02
27,10,100,4.562387e+02
27,10,1,5.216711e+02
27,10,2,4.542179e+02
27,10,3,4.542179e+02
27,10,5,4.542179e+02
27,10,10,4.542179e+02
27,10,20,4.542179e+02
27,10,30,4.542179e+02
27,10,40,4.542179e+02
27,10,50,4.542179e+02
27,10,60,4.541713e+02
27,10,70,4.541713e+02
27,10,80,4.541713e+02
27,10,90,4.541713e+02
27,10,100,4.541713e+02
