funcid,dim,milestone,error
22,30,1,8.897988e+03
22,30,2,8.897988e+03
22,30,3,8.528966e+03
22,30,5,8.130885e+03
22,30,10,8.084249e+03
22,30,20,7.742057e+03
22,30,30,7.742057e+03
22,30,40,7.742057e+03
22,30,50,7.742057e+03
22,30,60,7.742057e+03
22,30,70,7.742057e+03
22,30,80,7.742057e+03
22,30,90,7.742057e+03
22,30,100,7.742057e+03
22,30,1,9.227195e+03
22,30,2,8.765510e+03
22,30,3,8.716122e+03
22,30,5,8.716122e+03
22,30,10,7.723536e+03
22,30,20,7.471564e+03
22,30,30,7.429409e+03
22,30,40,7.429409e+03
22,30,50,7.429409e+03
22,30,60,7.393654e+03
22,30,70,7.393654e+03
22,30,80,7.393654e+03
22,30,90,7.393654e+03
22,30,100,7.393654e+03
22,30,1,8.358261e+03
22,30,2,8.358261e+03
22,30,3,8.358261e+03
22,30,5,7.866948e+03
22,30,10,7.866948e+03
22,30,20,7.866948e+03
22,30,30,7.866948e+03
22,30,40,7.815033e+03
22,30,50,7.815033e+03
22,30,60,7.815033e+03
22,30,70,7.588991e+03
22,30,80,7.588991e+03
22,30,90,7.588991e+03
22,30,100,7.588991e+03
22,30,1,8.448282e+03
22,30,2,8.448282e+03
22,30,3,8.448282e+03
22,30,5,8.162532e+03
22,30,10,7.617236e+03
22,30,20,7.617236e+03
22,30,30,7.476669e+03
22,30,40,7.476669e+03
22,30,50,7.476669e+03
22,30,60,7.476669e+03
22,30,70,7.153385e+03
22,30,80,7.153385e+03
22,30,90,7.153385e+03
22,30,100,7.153385e+03
22,30,1,8.371666e+03
22,30,2,8.246876e+03
22,30,3,8.246876e+03
22,30,5,8.246876e+03
22,30,10,7.533945e+03
22,30,20,7.113744e+03
22,30,30,7.113744e+03
22,30,40,7.113744e+03
22,30,50,7.113744e+03
22,30,60,7.113744e+03
22,30,70,7.113744e+03
22,30,80,7.113744e+03
22,30,90,7.113744e+03
22,30,100,7.113744e+03
22,30,1,9.223901e+03
22,30,2,8.583991e+03
22,30,3,8.583991e+03
22,30,5,7.883654e+03
22,30,10,7.813594e+03
22,30,20,7.599485e+03
22,30,30,7.599485e+03
22,30,40,7.560335e+03
22,30,50,7.560335e+03
22,30,60,7.560335e+03
22,30,70,7.490466e+03
22,30,80,7.490466e+03
22,30,90,7.490466e+03
22,30,100,7.490466e+03
22,30,1,9.158611e+03
22,30,2,8.718740e+03
22,30,3,8.471816e+03
22,30,5,8.188283e+03
22,30,10,7.710645e+03
22,30,20,7.669183e+03
22,30,30,7.669183e+03
22,30,40,7.669183e+03
22,30,50,7.538879e+03
22,30,60,7.538879e+03
22,30,70,7.538879e+03
22,30,80,7.538879e+03
22,30,90,7.538879e+03
22,30,100,7.538879e+03
22,30,1,9.145029e+03
22,30,2,7.032740e+03
22,30,3,7.032740e+03
22,30,5,7.032740e+03
22,30,10,7.032740e+03
22,30,20,7.032740e+03
22,30,30,6.948030e+03
22,30,40,6.803689e+03
22,30,50,6.803689e+03
22,30,60,6.803689e+03
22,30,70,6.803689e+03
22,30,80,6.803689e+03
22,30,90,6.803689e+03
22,30,100,6.803689e+03
22,30,1,7.168903e+03
22,30,2,7.168903e+03
22,30,3,7.168903e+03
22,30,5,7.168903e+03
22,30,10,7.168903e+03
22,30,20,7.168903e+03
22,30,30,7.023906e+03
22,30,40,7.023906e+03
22,30,50,7.023906e+03
22,30,60,7.023906e+03
22,30,70,7.023906e+03
22,30,80,7.023906e+03
22,30,90,7.023906e+03
22,30,100,7.023906e+03
22,30,1,9.234058e+03
22,30,2,7.612231e+03
22,30,3,7.612231e+03
22,30,5,7.612231e+03
22,30,10,6.583522e+03
22,30,20,6.583522e+03
22,30,30,6.583522e+03
22,30,40,6.583522e+03
22,30,50,6.583522e+03
22,30,60,6.541185e+03
22,30,70,6.541185e+03
22,30,80,6.541185e+03
22,30,90,6.541185e+03
22,30,100,6.527386e+03
