funcid,dim,milestone,error
19,30,1,2.913168e+09
19,30,2,2.913168e+09
19,30,3,2.429209e+09
19,30,5,1.918408e+09
19,30,10,1.453717e+09
19,30,20,1.119541e+09
19,30,30,1.119541e+09
19,30,40,1.119541e+09
19,30,50,1.116061e+09
19,30,60,1.111690e+09
19,30,70,1.111690e+09
19,30,80,1.067656e+09
19,30,90,2.447339e+08
19,30,100,2.447339e+08
19,30,1,4.890920e+09
19,30,2,2.827051e+09
19,30,3,1.931329e+09
19,30,5,7.966154e+08
19,30,10,5.449383e+08
19,30,20,5.449383e+08
19,30,30,5.426852e+08
19,30,40,5.426852e+08
19,30,50,5.426852e+08
19,30,60,5.426852e+08
19,30,70,5.426852e+08
19,30,80,5.426852e+08
19,30,90,5.426852e+08
19,30,100,5.426852e+08
19,30,1,4.963414e+08
19,30,2,4.963414e+08
19,30,3,4.963414e+08
19,30,5,4.963414e+08
19,30,10,4.963414e+08
19,30,20,3.171892e+08
19,30,30,3.171892e+08
19,30,40,3.171892e+08
19,30,50,3.171892e+08
19,30,60,3.171892e+08
19,30,70,3.171892e+08
19,30,80,3.171892e+08
19,30,90,3.171892e+08
19,30,100,3.171892e+08
19,30,1,4.113148e+09
19,30,2,1.150935e+09
19,30,3,1.150935e+09
19,30,5,1.150935e+09
19,30,10,9.448448e+08
19,30,20,9.448448e+08
19,30,30,9.448448e+08
19,30,40,9.448448e+08
19,30,50,9.448448e+08
19,30,60,9.448448e+08
19,30,70,9.448448e+08
19,30,80,9.448448e+08
19,30,90,9.448448e+08
19,30,100,9.448448e+08
19,30,1,1.415269e+09
19,30,2,1.415269e+09
19,30,3,1.415269e+09
19,30,5,1.415269e+09
19,30,10,7.603986e+08
19,30,20,7.603986e+08
19,30,30,7.603986e+08
19,30,40,7.603986e+08
19,30,50,7.603986e+08
19,30,60,7.155843e+08
19,30,70,7.155843e+08
19,30,80,7.155843e+08
19,30,90,7.155843e+08
19,30,100,7.155843e+08
19,30,1,8.348569e+08
19,30,2,8.348569e+08
19,30,3,6.870688e+08
19,30,5,6.870688e+08
19,30,10,6.870688e+08
19,30,20,6.870688e+08
19,30,30,6.870688e+08
19,30,40,6.870688e+08
19,30,50,5.814729e+08
19,30,60,5.814729e+08
19,30,70,5.814729e+08
19,30,80,5.814729e+08
19,30,90,5.814729e+08
19,30,100,5.814729e+08
19,30,1,2.488601e+09
19,30,2,2.488601e+09
19,30,3,2.488601e+09
19,30,5,1.294424e+09
19,30,10,1.262297e+09
19,30,20,6.959551e+08
19,30,30,6.959551e+08
19,30,40,6.552460e+08
19,30,50,6.552460e+08
19,30,60,6.552460e+08
19,30,70,6.552460e+08
19,30,80,6.552460e+08
19,30,90,6.552460e+08
19,30,100,6.552460e+08
19,30,1,2.395475e+09
19,30,2,2.395475e+09
19,30,3,2.395475e+09
19,30,5,1.182997e+09
19,30,10,1.182997e+09
19,30,20,5.401305e+08
19,30,30,5.401305e+08
19,30,40,5.401305e+08
19,30,50,5.401305e+08
19,30,60,5.023379e+08
19,30,70,5.023379e+08
19,30,80,5.023379e+08
19,30,90,5.023379e+08
19,30,100,5.023379e+08
19,30,1,3.279731e+09
19,30,2,1.629662e+09
19,30,3,1.629662e+09
19,30,5,9.608215e+08
19,30,10,9.608215e+08
19,30,20,9.608215e+08
19,30,30,9.602508e+08
19,30,40,9.602508e+08
19,30,50,9.602508e+08
19,30,60,9.602508e+08
19,30,70,8.174199e+08
19,30,80,8.174199e+08
19,30,90,8.174199e+08
19,30,100,3.917101e+08
19,30,1,1.742815e+09
19,30,2,1.742815e+09
19,30,3,1.724309e+09
19,30,5,1.554990e+09
19,30,10,1.554990e+09
19,30,20,1.554990e+09
19,30,30,1.554990e+09
19,30,40,1.554905e+09
19,30,50,1.455793e+09
19,30,60,1.455793e+09
19,30,70,1.455793e+09
19,30,80,1.455793e+09
19,30,90,6.356572e+08
19,30,100,6.356572e+08
