funcid,dim,milestone,error
13,10,1,1.747845e+07
13,10,2,4.145644e+06
13,10,3,4.145644e+06
13,10,5,4.145644e+06
13,10,10,4.145644e+06
13,10,20,6.832260e+05
13,10,30,6.832260e+05
13,10,40,6.832260e+05
13,10,50,6.832260e+05
13,10,60,2.858680e+04
13,10,70,8.062932e+02
13,10,80,5.904241e+02
13,10,90,5.904241e+02
13,10,100,5.904241e+02
13,10,1,5.963862e+05
13,10,2,5.963862e+05
13,10,3,5.963862e+05
13,10,5,5.963862e+05
13,10,10,5.963862e+05
13,10,20,3.858724e+04
13,10,30,3.858724e+04
13,10,40,3.858724e+04
13,10,50,3.858724e+04
13,10,60,3.858724e+04
13,10,70,3.858724e+04
13,10,80,3.847596e+04
13,10,90,3.847596e+04
13,10,100,8.521933e+03
13,10,1,2.177121e+07
13,10,2,1.844898e+07
13,10,3,1.844898e+07
13,10,5,5.414027e+06
13,10,10,3.076660e+06
13,10,20,1.566721e+05
13,10,30,1.566721e+05
13,10,40,1.566721e+05
13,10,50,1.566721e+05
13,10,60,1.566721e+05
13,10,70,1.566721e+05
13,10,80,1.566721e+05
13,10,90,1.566721e+05
13,10,100,1.989626e+03
13,10,1,1.529834e+08
13,10,2,7.647263e+04
13,10,3,7.647263e+04
13,10,5,7.647263e+04
13,10,10,7.647263e+04
13,10,20,7.647263e+04
13,10,30,7.647263e+04
13,10,40,7.647263e+04
13,10,50,7.647263e+04
13,10,60,1.818874e+04
13,10,70,1.766958e+03
13,10,80,1.766907e+03
13,10,90,1.517034e+03
13,10,100,1.517034e+03
13,10,1,3.200351e+07
13,10,2,1.646717e+07
13,10,3,1.646717e+07
13,10,5,1.646717e+07
13,10,10,1.646717e+07
13,10,20,4.354275e+06
13,10,30,1.946912e+06
13,10,40,1.946912e+06
13,10,50,1.946912e+06
13,10,60,1.146179e+03
13,10,70,1.146154e+03
13,10,80,1.146154e+03
13,10,90,1.146154e+03
13,10,100,1.146154e+03
13,10,1,3.205099e+06
13,10,2,3.205099e+06
13,10,3,3.205099e+06
13,10,5,8.864791e+05
13,10,10,8.864791e+05
13,10,20,8.000406e+05
13,10,30,8.000406e+05
13,10,40,8.000406e+05
13,10,50,8.000406e+05
13,10,60,2.743799e+04
13,10,70,5.617968e+03
13,10,80,5.209430e+03
13,10,90,5.191022e+03
13,10,100,2.523788e+03
13,10,1,2.264841e+07
13,10,2,1.690743e+07
13,10,3,6.139830e+06
13,10,5,4.409304e+06
13,10,10,2.312174e+06
13,10,20,9.359691e+05
13,10,30,9.359691e+05
13,10,40,9.359691e+05
13,10,50,4.128639e+05
13,10,60,4.128639e+05
13,10,70,4.128639e+05
13,10,80,4.128639e+05
13,10,90,4.116967e+05
13,10,100,5.002163e+04
13,10,1,1.103762e+07
13,10,2,1.103762e+07
13,10,3,1.103762e+07
13,10,5,4.328441e+06
13,10,10,2.088788e+06
13,10,20,2.088788e+06
13,10,30,7.227380e+05
13,10,40,5.223483e+04
13,10,50,5.223483e+04
13,10,60,4.365313e+03
13,10,70,4.364570e+03
13,10,80,1.275209e+03
13,10,90,1.275209e+03
13,10,100,1.275209e+03
13,10,1,1.782644e+07
13,10,2,1.437253e+07
13,10,3,1.437253e+07
13,10,5,7.054905e+06
13,10,10,7.054905e+06
13,10,20,2.355465e+06
13,10,30,1.108296e+06
13,10,40,1.108296e+06
13,10,50,6.012370e+05
13,10,60,1.690563e+04
13,10,70,4.963923e+03
13,10,80,2.900444e+03
13,10,90,2.900444e+03
13,10,100,2.607577e+02
13,10,1,1.094246e+07
13,10,2,1.039097e+06
13,10,3,1.039097e+06
13,10,5,1.039097e+06
13,10,10,1.039097e+06
13,10,20,1.039097e+06
13,10,30,1.039097e+06
13,10,40,1.035144e+06
13,10,50,1.035144e+06
13,10,60,2.341580e+03
13,10,70,9.899817e+02
13,10,80,9.899714e+02
13,10,90,9.899714e+02
13,10,100,9.899714e+02
