funcid,dim,milestone,error
27,10,1,5.192508e+02
27,10,2,5.192508e+02
27,10,3,5.192508e+02
27,10,5,5.192508e+02
27,10,10,4.894129e+02
27,10,20,4.537211e+02
27,10,30,4.537211e+02
27,10,40,4.537211e+02
27,10,50,4.537211e+02
27,10,60,4.537211e+02
27,10,70,4.537211e+02
27,10,80,4.537211e+02
27,10,90,4.537211e+02
27,10,100,4.537211e+02
27,10,1,5.052992e+02
27,10,2,5.052992e+02
27,10,3,5.052992e+02
27,10,5,5.052992e+02
27,10,10,5.052992e+02
27,10,20,5.052992e+02
27,10,30,5.031759e+02
27,10,40,5.031759e+02
27,10,50,5.031759e+02
27,10,60,4.961065e+02
27,10,70,4.961065e+02
27,10,80,4.961065e+02
27,10,90,4.961065e+02
27,10,100,4.961065e+02
27,10,1,5.250857e+02
27,10,2,5.250857e+02
27,10,3,5.186297e+02
27,10,5,5.186297e+02
27,10,10,5.102946e+02
27,10,20,4.867872e+02
27,10,30,4.867872e+02
27,10,40,4.867872e+02
27,10,50,4.303913e+02
27,10,60,4.303913e+02
27,10,70,4.303913e+02
27,10,80,4.303913e+02
27,10,90,4.303913e+02
27,10,100,4.303913e+02
27,10,1,4.656263e+02
27,10,2,4.656263e+02
27,10,3,4.656263e+02
27,10,5,4.656263e+02
27,10,10,4.656263e+02
27,10,20,4.656263e+02
27,10,30,4.656263e+02
27,10,40,4.656263e+02
27,10,50,4.656263e+02
27,10,60,4.656263e+02
27,10,70,4.656263e+02
27,10,80,4.656263e+02
27,10,90,4.656263e+02
27,10,100,4.656263e+02
27,10,1,5.915647e+02
27,10,2,5.796774e+02
27,10,3,5.796774e+02
27,10,5,5.758499e+02
27,10,10,5.180029e+02
27,10,20,4.650429e+02
27,10,30,4.650429e+02
27,10,40,4.650429e+02
27,10,50,4.650429e+02
27,10,60,4.650429e+02
27,10,70,4.650429e+02
27,10,80,4.650429e+02
27,10,90,4.650429e+02
27,10,100,4.650429e+02
27,10,1,5.079798e+02
27,10,2,5.079798e+02
27,10,3,5.079798e+02
27,10,5,5.079798e+02
27,10,10,5.038796e+02
27,10,20,5.038796e+02
27,10,30,4.552223e+02
27,10,40,4.552223e+02
27,10,50,4.552223e+02
27,10,60,4.552223e+02
27,10,70,4.552223e+02
27,10,80,4.494183e+02
27,10,90,4.494183e+02
27,10,100,4.494183e+02
27,10,1,5.439991e+02
27,10,2,5.439991e+02
27,10,3,5.439991e+02
27,10,5,5.130264e+02
27,10,10,4.961527e+02
27,10,20,4.961527e+02
27,10,30,4.961527e+02
27,10,40,4.961527e+02
27,10,50,4.359570e+02
27,10,60,4.359570e+02
27,10,70,4.359570e+02
27,10,80,4.359570e+02
27,10,90,4.359570e+02
27,10,100,4.359570e+02
27,10,1,6.235925e+02
27,10,2,5.122876e+02
27,10,3,5.122876e+02
27,10,5,5.122876e+02
27,10,10,5.122876e+02
27,10,20,4.974842e+02
27,10,30,4.974842e+02
27,10,40,4.974842e+02
27,10,50,4.974842e+02
27,10,60,4.458993e+02
27,10,70,4.458993e+02
27,10,80,4.458993e+02
27,10,90,4.458993e+02
27,10,100,4.458993e+02
27,10,1,5.690845e+02
27,10,2,5.200216e+02
27,10,3,5.200216e+02
27,10,5,5.059593e+02
27,10,10,4.773637e+02
27,10,20,4.773637e+02
27,10,30,4.773637e+02
27,10,40,4.773637e+02
27,10,50,4.773637e+02
27,10,60,4.773637e+02
27,10,70,4.484138e+02
27,10,80,4.484138e+02
27,10,90,4.484138e+02
27,10,100,4.484138e+02
27,10,1,6.028771e+02
27,10,2,5.546097e+02
27,10,3,5.539814e+02
27,10,5,5.194730e+02
27,10,10,5.194730e+02
27,10,20,5.164656e+02
27,10,30,4.350842e+02
27,10,40,4.350842e+02
27,10,50,4.350842e+02
27,10,60,4.350842e+02
27,10,70,4.350842e+02
27,10,80,4.350842e+02
27,10,90,4.350842e+02
27,10,100,4.350842e+02
