funcid,dim,milestone,error
24,10,1,4.744680e+02
24,10,2,4.685099e+02
24,10,3,4.685099e+02
24,10,5,4.685099e+02
24,10,10,4.685099e+02
24,10,20,3.922672e+02
24,10,30,3.922672e+02
24,10,40,3.172647e+02
24,10,50,3.172647e+02
24,10,60,2.121060e+02
24,10,70,2.116997e+02
24,10,80,2.116997e+02
24,10,90,2.116997e+02
24,10,100,2.116997e+02
24,10,1,4.348991e+02
24,10,2,4.348991e+02
24,10,3,4.348991e+02
24,10,5,4.348991e+02
24,10,10,3.131857e+02
24,10,20,3.131857e+02
24,10,30,3.131857e+02
24,10,40,3.131857e+02
24,10,50,3.131857e+02
24,10,60,3.131857e+02
24,10,70,1.020668e+02
24,10,80,1.020668e+02
24,10,90,1.020668e+02
24,10,100,1.020668e+02
24,10,1,4.301616e+02
24,10,2,4.301616e+02
24,10,3,4.301616e+02
24,10,5,4.301616e+02
24,10,10,4.301616e+02
24,10,20,4.127543e+02
24,10,30,3.544436e+02
24,10,40,3.544436e+02
24,10,50,3.544436e+02
24,10,60,3.544436e+02
24,10,70,3.544436e+02
24,10,80,3.389543e+02
24,10,90,3.389543e+02
24,10,100,3.389543e+02
24,10,1,5.043122e+02
24,10,2,4.738029e+02
24,10,3,3.388116e+02
24,10,5,3.388116e+02
24,10,10,3.388116e+02
24,10,20,3.388116e+02
24,10,30,3.388116e+02
24,10,40,3.388116e+02
24,10,50,3.388116e+02
24,10,60,3.388116e+02
24,10,70,1.007295e+02
24,10,80,1.007295e+02
24,10,90,1.007295e+02
24,10,100,1.007295e+02
24,10,1,5.196648e+02
24,10,2,5.159716e+02
24,10,3,4.638414e+02
24,10,5,4.638414e+02
24,10,10,4.452604e+02
24,10,20,4.409249e+02
24,10,30,4.243929e+02
24,10,40,4.243929e+02
24,10,50,4.243929e+02
24,10,60,4.243929e+02
24,10,70,4.243929e+02
24,10,80,4.243929e+02
24,10,90,4.243929e+02
24,10,100,4.243929e+02
24,10,1,5.423329e+02
24,10,2,4.910172e+02
24,10,3,4.910172e+02
24,10,5,4.910172e+02
24,10,10,4.497802e+02
24,10,20,3.970117e+02
24,10,30,3.970117e+02
24,10,40,3.494529e+02
24,10,50,3.494529e+02
24,10,60,3.494529e+02
24,10,70,3.494529e+02
24,10,80,3.494529e+02
24,10,90,3.494529e+02
24,10,100,3.494529e+02
24,10,1,4.867443e+02
24,10,2,4.557158e+02
24,10,3,4.557158e+02
24,10,5,4.342782e+02
24,10,10,4.342782e+02
24,10,20,3.802773e+02
24,10,30,3.802773e+02
24,10,40,3.802773e+02
24,10,50,3.802773e+02
24,10,60,2.085274e+02
24,10,70,2.083369e+02
24,10,80,2.083369e+02
24,10,90,2.083369e+02
24,10,100,2.083369e+02
24,10,1,5.317435e+02
24,10,2,5.167673e+02
24,10,3,5.167673e+02
24,10,5,4.343694e+02
24,10,10,4.343694e+02
24,10,20,3.922600e+02
24,10,30,3.922600e+02
24,10,40,3.922600e+02
24,10,50,3.344912e+02
24,10,60,3.344912e+02
24,10,70,3.344912e+02
24,10,80,3.344912e+02
24,10,90,3.344912e+02
24,10,100,3.344912e+02
24,10,1,5.242181e+02
24,10,2,3.676867e+02
24,10,3,3.676867e+02
24,10,5,3.676867e+02
24,10,10,3.676867e+02
24,10,20,3.676867e+02
24,10,30,3.676867e+02
24,10,40,2.823550e+02
24,10,50,2.823550e+02
24,10,60,2.823550e+02
24,10,70,2.823550e+02
24,10,80,2.823550e+02
24,10,90,2.822384e+02
24,10,100,2.822384e+02
24,10,1,3.669923e+02
24,10,2,3.669923e+02
24,10,3,3.669923e+02
24,10,5,3.669923e+02
24,10,10,3.669923e+02
24,10,20,3.327699e+02
24,10,30,3.327699e+02
24,10,40,3.327699e+02
24,10,50,3.327699e+02
24,10,60,3.327699e+02
24,10,70,3.327699e+02
24,10,80,3.289120e+02
24,10,90,3.289120e+02
24,10,100,3.289120e+02
