funcid,dim,milestone,error
8,10,1,1.220466e+02
8,10,2,1.152184e+02
8,10,3,1.152184e+02
8,10,5,9.743200e+01
8,10,10,7.040596e+01
8,10,20,7.040596e+01
8,10,30,7.040596e+01
8,10,40,7.040596e+01
8,10,50,7.040596e+01
8,10,60,6.564530e+01
8,10,70,5.975280e+01
8,10,80,5.975280e+01
8,10,90,5.975280e+01
8,10,100,5.975280e+01
8,10,1,1.116724e+02
8,10,2,1.061838e+02
8,10,3,1.061838e+02
8,10,5,1.061838e+02
8,10,10,9.763249e+01
8,10,20,9.763249e+01
8,10,30,8.707834e+01
8,10,40,8.707834e+01
8,10,50,8.707834e+01
8,10,60,8.513239e+01
8,10,70,8.513239e+01
8,10,80,8.513239e+01
8,10,90,8.513239e+01
8,10,100,7.989759e+01
8,10,1,8.713502e+01
8,10,2,8.713502e+01
8,10,3,8.713502e+01
8,10,5,8.713502e+01
8,10,10,8.713502e+01
8,10,20,8.713502e+01
8,10,30,8.713502e+01
8,10,40,8.713502e+01
8,10,50,7.697315e+01
8,10,60,6.725771e+01
8,10,70,6.725771e+01
8,10,80,6.725771e+01
8,10,90,6.725771e+01
8,10,100,6.725771e+01
8,10,1,8.974538e+01
8,10,2,8.974538e+01
8,10,3,8.974538e+01
8,10,5,8.974538e+01
8,10,10,8.974538e+01
8,10,20,8.974538e+01
8,10,30,8.974538e+01
8,10,40,8.849989e+01
8,10,50,8.659834e+01
8,10,60,8.659834e+01
8,10,70,8.659834e+01
8,10,80,8.659834e+01
8,10,90,8.297131e+01
8,10,100,7.755976e+01
8,10,1,1.018624e+02
8,10,2,8.780727e+01
8,10,3,8.780727e+01
8,10,5,8.780727e+01
8,10,10,8.780727e+01
8,10,20,8.780727e+01
8,10,30,7.794513e+01
8,10,40,7.794513e+01
8,10,50,6.684931e+01
8,10,60,6.684931e+01
8,10,70,6.684931e+01
8,10,80,6.684931e+01
8,10,90,6.684931e+01
8,10,100,6.478516e+01
8,10,1,1.209408e+02
8,10,2,9.873894e+01
8,10,3,9.047785e+01
8,10,5,6.992043e+01
8,10,10,6.992043e+01
8,10,20,6.992043e+01
8,10,30,5.392837e+01
8,10,40,5.392837e+01
8,10,50,5.392837e+01
8,10,60,5.392837e+01
8,10,70,5.392837e+01
8,10,80,5.392837e+01
8,10,90,4.930192e+01
8,10,100,4.930192e+01
8,10,1,9.589984e+01
8,10,2,9.589984e+01
8,10,3,9.270174e+01
8,10,5,9.270174e+01
8,10,10,7.946897e+01
8,10,20,7.946897e+01
8,10,30,7.946897e+01
8,10,40,7.946897e+01
8,10,50,7.946897e+01
8,10,60,7.946897e+01
8,10,70,7.946897e+01
8,10,80,7.946897e+01
8,10,90,7.946897e+01
8,10,100,7.946897e+01
8,10,1,1.123786e+02
8,10,2,9.298128e+01
8,10,3,9.154901e+01
8,10,5,9.154901e+01
8,10,10,9.154901e+01
8,10,20,8.613806e+01
8,10,30,8.134889e+01
8,10,40,8.134889e+01
8,10,50,8.134889e+01
8,10,60,7.242496e+01
8,10,70,7.242496e+01
8,10,80,7.242496e+01
8,10,90,7.242496e+01
8,10,100,7.242496e+01
8,10,1,1.027887e+02
8,10,2,1.027887e+02
8,10,3,9.052858e+01
8,10,5,9.006375e+01
8,10,10,9.006375e+01
8,10,20,9.006375e+01
8,10,30,8.327458e+01
8,10,40,8.327458e+01
8,10,50,7.788622e+01
8,10,60,7.788622e+01
8,10,70,7.788622e+01
8,10,80,7.788622e+01
8,10,90,6.693777e+01
8,10,100,6.693777e+01
8,10,1,1.018726e+02
8,10,2,1.018726e+02
8,10,3,1.018726e+02
8,10,5,8.341166e+01
8,10,10,7.561480e+01
8,10,20,7.561480e+01
8,10,30,7.561480e+01
8,10,40,7.561480e+01
8,10,50,7.561480e+01
8,10,60,7.561480e+01
8,10,70,7.561480e+01
8,10,80,7.561480e+01
8,10,90,7.561480e+01
8,10,100,7.561480e+01
