funcid,dim,milestone,error
15,30,1,1.335648e+09
15,30,2,9.811423e+08
15,30,3,9.811423e+08
15,30,5,6.514630e+08
15,30,10,6.514630e+08
15,30,20,3.164636e+08
15,30,30,3.164636e+08
15,30,40,3.164636e+08
15,30,50,4.958215e+04
15,30,60,4.958215e+04
15,30,70,1.989076e+04
15,30,80,1.468394e+04
15,30,90,9.532048e+03
15,30,100,5.822679e+03
15,30,1,1.329069e+09
15,30,2,9.428848e+08
15,30,3,9.428848e+08
15,30,5,7.119923e+08
15,30,10,7.119923e+08
15,30,20,6.815369e+08
15,30,30,6.815369e+08
15,30,40,6.815369e+08
15,30,50,6.815369e+08
15,30,60,3.596861e+04
15,30,70,1.069636e+04
15,30,80,1.069636e+04
15,30,90,1.069636e+04
15,30,100,4.003204e+03
15,30,1,3.604257e+09
15,30,2,2.396197e+09
15,30,3,1.510257e+09
15,30,5,1.510257e+09
15,30,10,1.510257e+09
15,30,20,3.835974e+04
15,30,30,3.832871e+04
15,30,40,3.832871e+04
15,30,50,3.832871e+04
15,30,60,3.832871e+04
15,30,70,3.832871e+04
15,30,80,9.565690e+03
15,30,90,9.565608e+03
15,30,100,9.565608e+03
15,30,1,1.803459e+09
15,30,2,1.803459e+09
15,30,3,1.016576e+09
15,30,5,1.016576e+09
15,30,10,1.016576e+09
15,30,20,4.365591e+04
15,30,30,4.076898e+04
15,30,40,3.800917e+04
15,30,50,3.800917e+04
15,30,60,3.800917e+04
15,30,70,1.199257e+04
15,30,80,1.199243e+04
15,30,90,1.199243e+04
15,30,100,1.199243e+04
15,30,1,2.178259e+09
15,30,2,1.005495e+09
15,30,3,5.884048e+08
15,30,5,5.884048e+08
15,30,10,5.845806e+08
15,30,20,3.631650e+08
15,30,30,3.631650e+08
15,30,40,1.161651e+05
15,30,50,7.744714e+03
15,30,60,7.744714e+03
15,30,70,7.744714e+03
15,30,80,7.744714e+03
15,30,90,7.744714e+03
15,30,100,7.744714e+03
15,30,1,2.184179e+09
15,30,2,2.184179e+09
15,30,3,5.596908e+08
15,30,5,5.596908e+08
15,30,10,5.596908e+08
15,30,20,4.059589e+04
15,30,30,3.860955e+04
15,30,40,3.860955e+04
15,30,50,3.860955e+04
15,30,60,3.860955e+04
15,30,70,2.352896e+04
15,30,80,1.742653e+04
15,30,90,1.587883e+04
15,30,100,1.587883e+04
15,30,1,2.156589e+09
15,30,2,1.893574e+09
15,30,3,1.213653e+09
15,30,5,1.098148e+09
15,30,10,8.188586e+08
15,30,20,5.473368e+08
15,30,30,5.473368e+08
15,30,40,5.473368e+08
15,30,50,2.097002e+08
15,30,60,2.097002e+08
15,30,70,2.097002e+08
15,30,80,1.004954e+04
15,30,90,1.004954e+04
15,30,100,1.004954e+04
15,30,1,2.213541e+09
15,30,2,2.213541e+09
15,30,3,1.690469e+09
15,30,5,9.118028e+08
15,30,10,4.938577e+08
15,30,20,4.938577e+08
15,30,30,4.938577e+08
15,30,40,4.938577e+08
15,30,50,3.717275e+04
15,30,60,3.717275e+04
15,30,70,3.717015e+04
15,30,80,1.177137e+04
15,30,90,1.177137e+04
15,30,100,1.177137e+04
15,30,1,3.394181e+08
15,30,2,3.394181e+08
15,30,3,3.394181e+08
15,30,5,3.394181e+08
15,30,10,3.394181e+08
15,30,20,1.082353e+05
15,30,30,8.122281e+04
15,30,40,8.122281e+04
15,30,50,8.122281e+04
15,30,60,8.122281e+04
15,30,70,1.577376e+04
15,30,80,1.577376e+04
15,30,90,5.921221e+03
15,30,100,5.921221e+03
15,30,1,3.696130e+09
15,30,2,7.546076e+08
15,30,3,7.546076e+08
15,30,5,7.546076e+08
15,30,10,5.478587e+08
15,30,20,9.242082e+04
15,30,30,9.182022e+04
15,30,40,3.009596e+04
15,30,50,3.008927e+04
15,30,60,3.007337e+04
15,30,70,2.247577e+04
15,30,80,2.118388e+04
15,30,90,8.407573e+03
15,30,100,8.407573e+03
